"RID","Order","Chose_R","Loc.SameValley_Diff","Loc.City_Diff","Wealth.High_Diff","Wealth.Med_Diff","Trust.Med_Diff","Trust.High_Diff","Good.Med_Diff","Good.High_Diff","Relig.Other_Diff","Pueblo.Other_Diff","Population","Version","Age","Sex","School_Yrs","NetIncome"
117,5,1,0,0,1,-1,1,-1,-1,0,0,0,"Intercultural","I",25,"fem",6,2400
117,11,0,0,1,0,0,-1,1,-1,1,0,-1,"Intercultural","I",25,"fem",6,2400
117,7,0,1,-1,0,0,0,-1,1,-1,0,-1,"Intercultural","I",25,"fem",6,2400
117,10,1,0,-1,1,-1,0,0,0,1,1,0,"Intercultural","I",25,"fem",6,2400
117,4,1,0,-1,0,1,-1,1,0,-1,1,-1,"Intercultural","I",25,"fem",6,2400
117,15,1,-1,0,-1,1,1,-1,0,1,-1,0,"Intercultural","I",25,"fem",6,2400
117,12,1,1,-1,0,1,1,0,0,0,-1,-1,"Intercultural","I",25,"fem",6,2400
117,13,1,0,-1,0,0,-1,0,0,1,0,0,"Intercultural","I",25,"fem",6,2400
117,17,1,0,1,-1,1,0,0,0,-1,1,0,"Intercultural","I",25,"fem",6,2400
117,2,1,1,0,0,0,0,0,1,-1,-1,0,"Intercultural","I",25,"fem",6,2400
117,16,1,1,-1,0,0,-1,1,0,0,-1,0,"Intercultural","I",25,"fem",6,2400
117,18,1,0,0,0,1,0,0,1,0,0,0,"Intercultural","I",25,"fem",6,2400
117,14,1,-1,0,-1,0,0,-1,0,0,-1,0,"Intercultural","I",25,"fem",6,2400
117,6,1,0,1,0,1,0,0,0,0,0,0,"Intercultural","I",25,"fem",6,2400
117,3,0,0,0,0,-1,1,0,0,1,1,0,"Intercultural","I",25,"fem",6,2400
117,8,0,-1,0,0,0,-1,0,0,0,0,0,"Intercultural","I",25,"fem",6,2400
117,9,0,-1,0,0,0,0,0,-1,1,-1,0,"Intercultural","I",25,"fem",6,2400
117,1,0,0,-1,0,0,-1,1,1,-1,0,0,"Intercultural","I",25,"fem",6,2400
119,2,0,-1,0,0,0,0,0,1,-1,0,0,"Moseten","G",40,"fem",12,1500
119,4,0,0,-1,1,0,-1,0,0,0,1,0,"Moseten","G",40,"fem",12,1500
119,18,1,-1,0,0,-1,0,0,0,-1,-1,1,"Moseten","G",40,"fem",12,1500
119,13,0,0,0,-1,0,0,-1,1,-1,-1,1,"Moseten","G",40,"fem",12,1500
119,6,1,-1,1,-1,0,0,-1,1,0,-1,-1,"Moseten","G",40,"fem",12,1500
119,10,0,1,0,0,0,1,-1,1,0,0,1,"Moseten","G",40,"fem",12,1500
119,16,1,0,0,0,0,1,0,-1,1,0,-1,"Moseten","G",40,"fem",12,1500
119,17,1,1,-1,-1,1,0,-1,0,0,-1,-1,"Moseten","G",40,"fem",12,1500
119,1,0,0,1,-1,1,-1,1,0,0,1,0,"Moseten","G",40,"fem",12,1500
119,8,0,0,0,0,0,0,0,0,0,-1,0,"Moseten","G",40,"fem",12,1500
119,3,0,1,0,1,0,0,-1,0,0,0,0,"Moseten","G",40,"fem",12,1500
119,7,1,1,-1,0,0,1,0,-1,0,0,0,"Moseten","G",40,"fem",12,1500
119,5,0,-1,1,0,-1,0,0,-1,1,0,1,"Moseten","G",40,"fem",12,1500
119,14,1,0,0,1,0,0,1,-1,1,-1,-1,"Moseten","G",40,"fem",12,1500
119,9,1,-1,1,0,0,1,0,-1,0,0,0,"Moseten","G",40,"fem",12,1500
119,15,0,0,1,0,-1,-1,0,1,-1,-1,0,"Moseten","G",40,"fem",12,1500
119,11,1,0,0,0,0,-1,1,0,1,-1,0,"Moseten","G",40,"fem",12,1500
119,12,0,0,0,-1,1,0,0,-1,1,0,-1,"Moseten","G",40,"fem",12,1500
122,2,0,-1,0,0,0,0,0,1,-1,0,1,"Moseten","H",50,"fem",8,570
122,5,1,-1,1,0,-1,0,0,-1,1,0,-1,"Moseten","H",50,"fem",8,570
122,11,1,0,0,0,0,-1,1,0,1,1,0,"Moseten","H",50,"fem",8,570
122,1,1,0,1,-1,1,-1,1,0,0,-1,0,"Moseten","H",50,"fem",8,570
122,7,1,1,-1,0,0,1,0,-1,0,0,-1,"Moseten","H",50,"fem",8,570
122,18,1,-1,0,0,-1,0,0,0,-1,1,0,"Moseten","H",50,"fem",8,570
122,15,0,0,1,0,-1,-1,0,1,-1,1,0,"Moseten","H",50,"fem",8,570
122,9,1,-1,1,0,0,1,0,-1,0,0,0,"Moseten","H",50,"fem",8,570
122,12,0,0,0,-1,1,0,0,-1,1,0,0,"Moseten","H",50,"fem",8,570
122,6,0,-1,1,-1,0,0,-1,1,0,1,0,"Moseten","H",50,"fem",8,570
122,8,1,0,0,0,0,0,0,0,0,1,1,"Moseten","H",50,"fem",8,570
122,17,1,1,-1,-1,1,0,-1,0,0,1,0,"Moseten","H",50,"fem",8,570
122,13,1,0,0,-1,0,0,-1,1,-1,1,0,"Moseten","H",50,"fem",8,570
122,10,1,1,0,0,0,1,-1,1,0,0,0,"Moseten","H",50,"fem",8,570
122,14,0,0,0,1,0,0,1,-1,1,1,1,"Moseten","H",50,"fem",8,570
122,4,1,0,-1,1,0,-1,0,0,0,-1,0,"Moseten","H",50,"fem",8,570
122,16,1,0,0,0,0,1,0,-1,1,0,0,"Moseten","H",50,"fem",8,570
122,3,0,1,0,1,0,0,-1,0,0,0,1,"Moseten","H",50,"fem",8,570
130,18,0,0,0,0,0,0,0,0,0,1,0,"Moseten","B",60,"male",6,-15
130,14,0,1,0,0,0,0,0,-1,1,0,0,"Moseten","B",60,"male",6,-15
130,9,1,-1,1,0,0,0,-1,1,-1,0,-1,"Moseten","B",60,"male",6,-15
130,12,0,0,-1,0,1,-1,1,0,-1,1,0,"Moseten","B",60,"male",6,-15
130,13,0,0,0,0,0,0,0,0,0,1,-1,"Moseten","B",60,"male",6,-15
130,17,0,-1,0,-1,0,0,1,0,0,0,1,"Moseten","B",60,"male",6,-15
130,11,1,0,0,1,-1,0,0,1,-1,0,-1,"Moseten","B",60,"male",6,-15
130,15,1,0,0,0,1,1,-1,-1,1,-1,0,"Moseten","B",60,"male",6,-15
130,16,0,0,-1,0,0,0,0,-1,0,1,-1,"Moseten","B",60,"male",6,-15
130,8,1,-1,1,0,0,0,0,0,-1,0,-1,"Moseten","B",60,"male",6,-15
130,1,1,-1,1,1,-1,1,0,0,-1,-1,0,"Moseten","B",60,"male",6,-15
130,3,1,1,0,0,0,1,0,0,0,0,0,"Moseten","B",60,"male",6,-15
130,4,1,0,1,0,0,-1,1,1,-1,0,0,"Moseten","B",60,"male",6,-15
130,2,1,-1,1,0,0,-1,1,0,0,0,1,"Moseten","B",60,"male",6,-15
130,6,0,0,0,-1,1,-1,1,-1,0,1,1,"Moseten","B",60,"male",6,-15
130,5,1,1,0,0,0,0,1,0,1,0,0,"Moseten","B",60,"male",6,-15
130,10,1,-1,0,0,0,-1,0,0,0,0,-1,"Moseten","B",60,"male",6,-15
130,7,0,0,0,0,0,1,-1,0,-1,1,0,"Moseten","B",60,"male",6,-15
134,2,1,-1,0,0,-1,-1,1,0,0,1,0,"Intercultural","F",50,"fem",8,1250
134,11,1,1,0,0,-1,0,0,0,1,-1,0,"Intercultural","F",50,"fem",8,1250
134,16,1,1,0,0,0,1,0,0,0,0,-1,"Intercultural","F",50,"fem",8,1250
134,3,1,0,0,1,-1,-1,1,-1,0,1,0,"Intercultural","F",50,"fem",8,1250
134,4,1,0,-1,-1,1,0,0,0,-1,0,0,"Intercultural","F",50,"fem",8,1250
134,5,1,0,1,0,0,0,0,1,0,-1,0,"Intercultural","F",50,"fem",8,1250
134,12,0,0,-1,1,-1,1,0,1,0,-1,0,"Intercultural","F",50,"fem",8,1250
134,10,0,1,-1,0,0,-1,1,0,0,1,0,"Intercultural","F",50,"fem",8,1250
134,6,1,0,-1,1,-1,1,-1,0,0,-1,1,"Intercultural","F",50,"fem",8,1250
134,13,1,0,1,-1,1,0,0,0,-1,-1,0,"Intercultural","F",50,"fem",8,1250
134,14,0,0,0,0,0,0,0,0,0,1,0,"Intercultural","F",50,"fem",8,1250
134,17,0,1,-1,0,0,0,0,0,-1,1,0,"Intercultural","F",50,"fem",8,1250
134,9,1,0,0,-1,1,0,0,-1,1,0,1,"Intercultural","F",50,"fem",8,1250
134,7,0,0,1,1,-1,1,-1,0,0,0,1,"Intercultural","F",50,"fem",8,1250
134,18,1,1,-1,0,0,0,0,0,1,0,-1,"Intercultural","F",50,"fem",8,1250
134,15,1,-1,0,-1,0,0,1,0,0,0,0,"Intercultural","F",50,"fem",8,1250
134,8,1,0,0,1,0,1,0,1,0,0,-1,"Intercultural","F",50,"fem",8,1250
134,1,0,0,1,-1,1,0,1,1,-1,-1,1,"Intercultural","F",50,"fem",8,1250
136,17,0,-1,1,0,0,1,-1,0,0,1,-1,"Intercultural","D",40,"fem",12,-3300
136,12,1,0,0,1,0,-1,1,0,0,0,0,"Intercultural","D",40,"fem",12,-3300
136,1,0,0,0,0,0,-1,1,0,1,1,0,"Intercultural","D",40,"fem",12,-3300
136,16,1,0,-1,0,0,1,0,0,1,0,0,"Intercultural","D",40,"fem",12,-3300
136,7,0,0,-1,1,0,0,0,1,-1,-1,1,"Intercultural","D",40,"fem",12,-3300
136,14,0,0,1,0,0,1,-1,-1,1,0,0,"Intercultural","D",40,"fem",12,-3300
136,15,1,0,0,0,0,0,0,0,0,-1,0,"Intercultural","D",40,"fem",12,-3300
136,8,1,-1,1,0,0,0,0,0,1,-1,0,"Intercultural","D",40,"fem",12,-3300
136,6,1,-1,0,-1,0,0,-1,0,0,1,0,"Intercultural","D",40,"fem",12,-3300
136,18,1,1,0,0,0,-1,0,0,0,-1,0,"Intercultural","D",40,"fem",12,-3300
136,2,1,0,0,-1,0,1,0,-1,0,-1,0,"Intercultural","D",40,"fem",12,-3300
136,9,0,1,0,0,0,0,0,1,-1,1,1,"Intercultural","D",40,"fem",12,-3300
136,5,1,0,0,0,0,0,-1,-1,0,-1,0,"Intercultural","D",40,"fem",12,-3300
136,3,1,1,-1,0,0,0,-1,-1,1,0,0,"Intercultural","D",40,"fem",12,-3300
136,4,1,1,0,1,-1,-1,0,1,-1,0,0,"Intercultural","D",40,"fem",12,-3300
136,10,1,-1,0,1,0,1,-1,1,-1,-1,-1,"Intercultural","D",40,"fem",12,-3300
136,13,1,0,1,1,0,0,0,-1,1,1,-1,"Intercultural","D",40,"fem",12,-3300
136,11,1,1,0,0,-1,0,0,0,1,-1,0,"Intercultural","D",40,"fem",12,-3300
137,17,0,-1,0,-1,0,0,1,0,0,0,0,"Intercultural","A",25,"fem",12,-4300
137,9,0,-1,1,0,0,0,-1,1,-1,0,0,"Intercultural","A",25,"fem",12,-4300
137,4,1,0,1,0,0,-1,1,1,-1,0,0,"Intercultural","A",25,"fem",12,-4300
137,13,1,0,0,0,0,0,0,0,0,1,0,"Intercultural","A",25,"fem",12,-4300
137,14,1,1,0,0,0,0,0,-1,1,0,-1,"Intercultural","A",25,"fem",12,-4300
137,3,1,1,0,0,0,1,0,0,0,0,0,"Intercultural","A",25,"fem",12,-4300
137,11,1,0,0,1,-1,0,0,1,-1,0,0,"Intercultural","A",25,"fem",12,-4300
137,5,1,1,0,0,0,0,1,0,1,0,0,"Intercultural","A",25,"fem",12,-4300
137,1,1,-1,1,1,-1,1,0,0,-1,-1,0,"Intercultural","A",25,"fem",12,-4300
137,10,0,-1,0,0,0,-1,0,0,0,0,0,"Intercultural","A",25,"fem",12,-4300
137,8,1,-1,1,0,0,0,0,0,-1,0,0,"Intercultural","A",25,"fem",12,-4300
137,18,0,0,0,0,0,0,0,0,0,1,0,"Intercultural","A",25,"fem",12,-4300
137,16,0,0,-1,0,0,0,0,-1,0,1,0,"Intercultural","A",25,"fem",12,-4300
137,2,1,-1,1,0,0,-1,1,0,0,0,0,"Intercultural","A",25,"fem",12,-4300
137,15,1,0,0,0,1,1,-1,-1,1,-1,0,"Intercultural","A",25,"fem",12,-4300
137,12,0,0,-1,0,1,-1,1,0,-1,1,0,"Intercultural","A",25,"fem",12,-4300
137,6,1,0,0,-1,1,-1,1,-1,0,1,0,"Intercultural","A",25,"fem",12,-4300
137,7,0,0,0,0,0,1,-1,0,-1,1,1,"Intercultural","A",25,"fem",12,-4300
141,9,0,-1,1,0,0,0,-1,1,-1,0,-1,"Moseten","B",40,"male",6,1970
141,14,1,1,0,0,0,0,0,-1,1,0,1,"Moseten","B",40,"male",6,1970
141,18,1,0,0,0,0,0,0,0,0,-1,1,"Moseten","B",40,"male",6,1970
141,6,0,0,0,-1,1,-1,1,-1,0,-1,0,"Moseten","B",40,"male",6,1970
141,3,1,1,0,0,0,1,0,0,0,0,0,"Moseten","B",40,"male",6,1970
141,8,0,-1,1,0,0,0,0,0,-1,0,-1,"Moseten","B",40,"male",6,1970
141,4,1,0,1,0,0,-1,1,1,-1,0,0,"Moseten","B",40,"male",6,1970
141,5,1,1,0,0,0,0,1,0,1,0,0,"Moseten","B",40,"male",6,1970
141,1,1,-1,1,1,-1,1,0,0,-1,1,0,"Moseten","B",40,"male",6,1970
141,10,1,-1,0,0,0,-1,0,0,0,0,-1,"Moseten","B",40,"male",6,1970
141,16,1,0,-1,0,0,0,0,-1,0,-1,0,"Moseten","B",40,"male",6,1970
141,17,1,-1,0,-1,0,0,1,0,0,0,1,"Moseten","B",40,"male",6,1970
141,7,1,0,0,0,0,1,-1,0,-1,-1,-1,"Moseten","B",40,"male",6,1970
141,2,0,-1,1,0,0,-1,1,0,0,0,0,"Moseten","B",40,"male",6,1970
141,15,0,0,0,0,1,1,-1,-1,1,1,-1,"Moseten","B",40,"male",6,1970
141,13,1,0,0,0,0,0,0,0,0,-1,-1,"Moseten","B",40,"male",6,1970
141,11,0,0,0,1,-1,0,0,1,-1,0,0,"Moseten","B",40,"male",6,1970
141,12,1,0,-1,0,1,-1,1,0,-1,-1,0,"Moseten","B",40,"male",6,1970
142,18,1,1,-1,0,0,0,0,0,1,0,-1,"Moseten","E",35,"fem",12,2700
142,10,0,1,-1,0,0,-1,1,0,0,1,0,"Moseten","E",35,"fem",12,2700
142,13,0,0,1,-1,1,0,0,0,-1,-1,0,"Moseten","E",35,"fem",12,2700
142,8,1,0,0,1,0,1,0,1,0,0,-1,"Moseten","E",35,"fem",12,2700
142,17,0,1,-1,0,0,0,0,0,-1,1,0,"Moseten","E",35,"fem",12,2700
142,9,1,0,0,-1,1,0,0,-1,1,0,1,"Moseten","E",35,"fem",12,2700
142,12,1,0,-1,1,-1,1,0,1,0,-1,0,"Moseten","E",35,"fem",12,2700
142,4,1,0,-1,-1,1,0,0,0,-1,0,0,"Moseten","E",35,"fem",12,2700
142,5,1,0,1,0,0,0,0,1,0,-1,0,"Moseten","E",35,"fem",12,2700
142,11,1,1,0,0,-1,0,0,0,1,-1,0,"Moseten","E",35,"fem",12,2700
142,3,0,0,0,1,-1,-1,1,-1,0,1,0,"Moseten","E",35,"fem",12,2700
142,7,1,0,1,1,-1,1,-1,0,0,0,1,"Moseten","E",35,"fem",12,2700
142,6,1,0,-1,1,-1,1,-1,0,0,-1,1,"Moseten","E",35,"fem",12,2700
142,2,1,-1,0,0,-1,-1,1,0,0,1,0,"Moseten","E",35,"fem",12,2700
142,16,0,1,0,0,0,1,0,0,0,0,-1,"Moseten","E",35,"fem",12,2700
142,14,0,0,0,0,0,0,0,0,0,1,0,"Moseten","E",35,"fem",12,2700
142,15,0,-1,0,-1,0,0,1,0,0,0,0,"Moseten","E",35,"fem",12,2700
142,1,1,0,1,-1,1,0,1,1,-1,-1,1,"Moseten","E",35,"fem",12,2700
146,1,1,0,0,0,0,-1,1,0,1,1,1,"Intercultural","D",40,"male",6,4000
146,11,0,1,0,0,-1,0,0,0,1,-1,0,"Intercultural","D",40,"male",6,4000
146,10,1,-1,0,1,0,1,-1,1,-1,-1,0,"Intercultural","D",40,"male",6,4000
146,12,0,0,0,1,0,-1,1,0,0,0,0,"Intercultural","D",40,"male",6,4000
146,13,1,0,1,1,0,0,0,-1,1,1,0,"Intercultural","D",40,"male",6,4000
146,3,1,1,-1,0,0,0,-1,-1,1,0,0,"Intercultural","D",40,"male",6,4000
146,4,0,1,0,1,-1,-1,0,1,-1,0,1,"Intercultural","D",40,"male",6,4000
146,5,0,0,0,0,0,0,-1,-1,0,-1,1,"Intercultural","D",40,"male",6,4000
146,14,0,0,1,0,0,1,-1,-1,1,0,1,"Intercultural","D",40,"male",6,4000
146,7,0,0,-1,1,0,0,0,1,-1,-1,0,"Intercultural","D",40,"male",6,4000
146,2,0,0,0,-1,0,1,0,-1,0,-1,-1,"Intercultural","D",40,"male",6,4000
146,15,0,0,0,0,0,0,0,0,0,-1,0,"Intercultural","D",40,"male",6,4000
146,6,1,-1,0,-1,0,0,-1,0,0,1,1,"Intercultural","D",40,"male",6,4000
146,17,1,-1,1,0,0,1,-1,0,0,1,0,"Intercultural","D",40,"male",6,4000
146,18,0,1,0,0,0,-1,0,0,0,-1,-1,"Intercultural","D",40,"male",6,4000
146,16,1,0,-1,0,0,1,0,0,1,0,0,"Intercultural","D",40,"male",6,4000
146,9,0,1,0,0,0,0,0,1,-1,1,0,"Intercultural","D",40,"male",6,4000
146,8,1,-1,1,0,0,0,0,0,1,-1,0,"Intercultural","D",40,"male",6,4000
147,2,0,-1,0,0,0,0,0,1,-1,0,1,"Moseten","H",25,"fem",10,6400
147,18,0,-1,0,0,-1,0,0,0,-1,1,0,"Moseten","H",25,"fem",10,6400
147,5,1,-1,1,0,-1,0,0,-1,1,0,-1,"Moseten","H",25,"fem",10,6400
147,3,0,1,0,1,0,0,-1,0,0,0,1,"Moseten","H",25,"fem",10,6400
147,12,0,0,0,-1,1,0,0,-1,1,0,0,"Moseten","H",25,"fem",10,6400
147,17,1,1,-1,-1,1,0,-1,0,0,1,0,"Moseten","H",25,"fem",10,6400
147,6,1,-1,1,-1,0,0,-1,1,0,1,0,"Moseten","H",25,"fem",10,6400
147,4,1,0,-1,1,0,-1,0,0,0,-1,0,"Moseten","H",25,"fem",10,6400
147,8,0,0,0,0,0,0,0,0,0,1,1,"Moseten","H",25,"fem",10,6400
147,9,1,-1,1,0,0,1,0,-1,0,0,0,"Moseten","H",25,"fem",10,6400
147,14,1,0,0,1,0,0,1,-1,1,1,1,"Moseten","H",25,"fem",10,6400
147,7,1,1,-1,0,0,1,0,-1,0,0,-1,"Moseten","H",25,"fem",10,6400
147,11,0,0,0,0,0,-1,1,0,1,1,0,"Moseten","H",25,"fem",10,6400
147,13,0,0,0,-1,0,0,-1,1,-1,1,0,"Moseten","H",25,"fem",10,6400
147,16,0,0,0,0,0,1,0,-1,1,0,0,"Moseten","H",25,"fem",10,6400
147,10,1,1,0,0,0,1,-1,1,0,0,0,"Moseten","H",25,"fem",10,6400
147,1,0,0,1,-1,1,-1,1,0,0,-1,0,"Moseten","H",25,"fem",10,6400
147,15,1,0,1,0,-1,-1,0,1,-1,1,0,"Moseten","H",25,"fem",10,6400
148,15,1,-1,0,-1,0,0,1,0,0,0,0,"Intercultural","E",35,"fem",6,1700
148,14,0,0,0,0,0,0,0,0,0,1,0,"Intercultural","E",35,"fem",6,1700
148,12,1,0,-1,1,-1,1,0,1,0,-1,0,"Intercultural","E",35,"fem",6,1700
148,18,1,1,-1,0,0,0,0,0,1,0,0,"Intercultural","E",35,"fem",6,1700
148,13,0,0,1,-1,1,0,0,0,-1,-1,-1,"Intercultural","E",35,"fem",6,1700
148,10,0,1,-1,0,0,-1,1,0,0,1,0,"Intercultural","E",35,"fem",6,1700
148,2,0,-1,0,0,-1,-1,1,0,0,1,1,"Intercultural","E",35,"fem",6,1700
148,16,1,1,0,0,0,1,0,0,0,0,0,"Intercultural","E",35,"fem",6,1700
148,17,0,1,-1,0,0,0,0,0,-1,1,0,"Intercultural","E",35,"fem",6,1700
148,5,1,0,1,0,0,0,0,1,0,-1,1,"Intercultural","E",35,"fem",6,1700
148,7,0,0,1,1,-1,1,-1,0,0,0,0,"Intercultural","E",35,"fem",6,1700
148,8,1,0,0,1,0,1,0,1,0,0,1,"Intercultural","E",35,"fem",6,1700
148,9,1,0,0,-1,1,0,0,-1,1,0,0,"Intercultural","E",35,"fem",6,1700
148,11,1,1,0,0,-1,0,0,0,1,-1,-1,"Intercultural","E",35,"fem",6,1700
148,1,1,0,1,-1,1,0,1,1,-1,-1,0,"Intercultural","E",35,"fem",6,1700
148,6,1,0,-1,1,-1,1,-1,0,0,-1,0,"Intercultural","E",35,"fem",6,1700
148,3,0,0,0,1,-1,-1,1,-1,0,1,0,"Intercultural","E",35,"fem",6,1700
148,4,0,0,-1,-1,1,0,0,0,-1,0,0,"Intercultural","E",35,"fem",6,1700
151,16,1,1,0,0,0,1,0,0,0,0,0,"Moseten","F",35,"male",12,2700
151,1,1,0,1,-1,1,0,1,1,-1,-1,0,"Moseten","F",35,"male",12,2700
151,17,0,1,-1,0,0,0,0,0,-1,1,0,"Moseten","F",35,"male",12,2700
151,13,1,0,1,-1,1,0,0,0,-1,-1,0,"Moseten","F",35,"male",12,2700
151,14,0,0,0,0,0,0,0,0,0,1,0,"Moseten","F",35,"male",12,2700
151,6,1,0,-1,1,-1,1,-1,0,0,-1,0,"Moseten","F",35,"male",12,2700
151,10,0,1,-1,0,0,-1,1,0,0,1,-1,"Moseten","F",35,"male",12,2700
151,12,1,0,-1,1,-1,1,0,1,0,-1,0,"Moseten","F",35,"male",12,2700
151,5,1,0,1,0,0,0,0,1,0,-1,-1,"Moseten","F",35,"male",12,2700
151,15,0,-1,0,-1,0,0,1,0,0,0,0,"Moseten","F",35,"male",12,2700
151,2,0,-1,0,0,-1,-1,1,0,0,1,-1,"Moseten","F",35,"male",12,2700
151,3,0,0,0,1,-1,-1,1,-1,0,1,0,"Moseten","F",35,"male",12,2700
151,4,0,0,-1,-1,1,0,0,0,-1,0,0,"Moseten","F",35,"male",12,2700
151,11,1,1,0,0,-1,0,0,0,1,-1,1,"Moseten","F",35,"male",12,2700
151,18,0,1,-1,0,0,0,0,0,1,0,0,"Moseten","F",35,"male",12,2700
151,7,1,0,1,1,-1,1,-1,0,0,0,0,"Moseten","F",35,"male",12,2700
151,8,1,0,0,1,0,1,0,1,0,0,0,"Moseten","F",35,"male",12,2700
151,9,1,0,0,-1,1,0,0,-1,1,0,-1,"Moseten","F",35,"male",12,2700
153,5,1,0,1,0,0,0,0,1,0,-1,0,"Moseten","F",35,"fem",16,-920
153,6,1,0,-1,1,-1,1,-1,0,0,-1,-1,"Moseten","F",35,"fem",16,-920
153,15,1,-1,0,-1,0,0,1,0,0,0,0,"Moseten","F",35,"fem",16,-920
153,2,0,-1,0,0,-1,-1,1,0,0,1,0,"Moseten","F",35,"fem",16,-920
153,16,1,1,0,0,0,1,0,0,0,0,1,"Moseten","F",35,"fem",16,-920
153,4,0,0,-1,-1,1,0,0,0,-1,0,0,"Moseten","F",35,"fem",16,-920
153,8,1,0,0,1,0,1,0,1,0,0,0,"Moseten","F",35,"fem",16,-920
153,9,1,0,0,-1,1,0,0,-1,1,0,0,"Moseten","F",35,"fem",16,-920
153,11,1,1,0,0,-1,0,0,0,1,-1,0,"Moseten","F",35,"fem",16,-920
153,12,1,0,-1,1,-1,1,0,1,0,-1,0,"Moseten","F",35,"fem",16,-920
153,14,1,0,0,0,0,0,0,0,0,1,0,"Moseten","F",35,"fem",16,-920
153,10,1,1,-1,0,0,-1,1,0,0,1,0,"Moseten","F",35,"fem",16,-920
153,1,1,0,1,-1,1,0,1,1,-1,-1,-1,"Moseten","F",35,"fem",16,-920
153,3,0,0,0,1,-1,-1,1,-1,0,1,0,"Moseten","F",35,"fem",16,-920
153,17,0,1,-1,0,0,0,0,0,-1,1,0,"Moseten","F",35,"fem",16,-920
153,18,1,1,-1,0,0,0,0,0,1,0,0,"Moseten","F",35,"fem",16,-920
153,7,0,0,1,1,-1,1,-1,0,0,0,-1,"Moseten","F",35,"fem",16,-920
153,13,0,0,1,-1,1,0,0,0,-1,-1,1,"Moseten","F",35,"fem",16,-920
157,10,1,0,-1,1,-1,0,0,0,1,-1,0,"Moseten","J",45,"male",12,1800
157,2,0,1,0,0,0,0,0,1,-1,1,0,"Moseten","J",45,"male",12,1800
157,16,0,1,-1,0,0,-1,1,0,0,1,0,"Moseten","J",45,"male",12,1800
157,17,0,0,1,-1,1,0,0,0,-1,-1,0,"Moseten","J",45,"male",12,1800
157,5,0,0,0,1,-1,1,-1,-1,0,0,-1,"Moseten","J",45,"male",12,1800
157,3,1,0,0,0,-1,1,0,0,1,-1,-1,"Moseten","J",45,"male",12,1800
157,4,0,0,-1,0,1,-1,1,0,-1,-1,1,"Moseten","J",45,"male",12,1800
157,18,0,0,0,0,1,0,0,1,0,0,0,"Moseten","J",45,"male",12,1800
157,6,0,0,1,0,1,0,0,0,0,0,0,"Moseten","J",45,"male",12,1800
157,7,0,1,-1,0,0,0,-1,1,-1,0,0,"Moseten","J",45,"male",12,1800
157,8,1,-1,0,0,0,-1,0,0,0,0,0,"Moseten","J",45,"male",12,1800
157,14,1,-1,0,-1,0,0,-1,0,0,1,1,"Moseten","J",45,"male",12,1800
157,15,1,-1,0,-1,1,1,-1,0,1,1,0,"Moseten","J",45,"male",12,1800
157,13,1,0,-1,0,0,-1,0,0,1,0,0,"Moseten","J",45,"male",12,1800
157,1,1,0,-1,0,0,-1,1,1,-1,0,0,"Moseten","J",45,"male",12,1800
157,11,0,0,1,0,0,-1,1,-1,1,0,0,"Moseten","J",45,"male",12,1800
157,12,0,1,-1,0,1,1,0,0,0,1,0,"Moseten","J",45,"male",12,1800
157,9,1,-1,0,0,0,0,0,-1,1,1,0,"Moseten","J",45,"male",12,1800
160,7,0,0,0,0,0,1,-1,0,-1,NA,1,"Intercultural","A",50,"fem",3,-2600
160,2,0,-1,1,0,0,-1,1,0,0,NA,0,"Intercultural","A",50,"fem",3,-2600
160,4,0,0,1,0,0,-1,1,1,-1,NA,0,"Intercultural","A",50,"fem",3,-2600
160,5,1,1,0,0,0,0,1,0,1,NA,0,"Intercultural","A",50,"fem",3,-2600
160,1,0,-1,1,1,-1,1,0,0,-1,NA,0,"Intercultural","A",50,"fem",3,-2600
160,12,0,0,-1,0,1,-1,1,0,-1,NA,0,"Intercultural","A",50,"fem",3,-2600
160,13,1,0,0,0,0,0,0,0,0,NA,0,"Intercultural","A",50,"fem",3,-2600
160,10,0,-1,0,0,0,-1,0,0,0,NA,0,"Intercultural","A",50,"fem",3,-2600
160,3,0,1,0,0,0,1,0,0,0,NA,0,"Intercultural","A",50,"fem",3,-2600
160,17,1,-1,0,-1,0,0,1,0,0,NA,0,"Intercultural","A",50,"fem",3,-2600
160,18,0,0,0,0,0,0,0,0,0,NA,0,"Intercultural","A",50,"fem",3,-2600
160,9,1,-1,1,0,0,0,-1,1,-1,NA,0,"Intercultural","A",50,"fem",3,-2600
160,11,0,0,0,1,-1,0,0,1,-1,NA,0,"Intercultural","A",50,"fem",3,-2600
160,15,1,0,0,0,1,1,-1,-1,1,NA,0,"Intercultural","A",50,"fem",3,-2600
160,8,0,-1,1,0,0,0,0,0,-1,NA,0,"Intercultural","A",50,"fem",3,-2600
160,6,0,0,0,-1,1,-1,1,-1,0,NA,0,"Intercultural","A",50,"fem",3,-2600
160,14,1,1,0,0,0,0,0,-1,1,NA,-1,"Intercultural","A",50,"fem",3,-2600
160,16,0,0,-1,0,0,0,0,-1,0,NA,0,"Intercultural","A",50,"fem",3,-2600
162,17,1,-1,1,0,0,1,-1,0,0,-1,0,"Intercultural","D",45,"male",4,1500
162,18,0,1,0,0,0,-1,0,0,0,1,-1,"Intercultural","D",45,"male",4,1500
162,14,0,0,1,0,0,1,-1,-1,1,0,1,"Intercultural","D",45,"male",4,1500
